"","expr","time"
"1","polars",1650322957
"2","polars",1596793140
"3","polars",2101477366
"4","polars",2027783951
"5","polars",1972329832
"6","polars",1978665440
"7","polars",1964335896
"8","polars",1917072753
"9","polars",1940836063
"10","polars",1910574412
